sentiment,repeated_chars_count,has_digit_prefix,text_clean,text_len,word_count,avg_word_len,unique_word_ratio,json_parse
0,0,0,Андрей а растить и воспитывать она как должна эту новую жизнь Особенно если она одна осталась Отец не должен растить Только женщина должна Аборт это следствие Причины абортов мужчины почему то предпочитают не замечать,217,34,5.411764705882353,0.8823529411764706,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Очень классный фильм,20,3,6.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,На вБОЛШОЙ ИГРЕбыть просто мебельюнаверное не просто,52,7,6.571428571428571,0.8571428571428571,"{'positive_word_count': 0, 'negative_word_count': 2, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Все кто туда уехал в поисках лучшей жизни предатели Предал раз предаст и в другой,81,15,4.466666666666667,0.9333333333333333,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,уже то что всушники носят нашивки й танковой дивизии СС мертвая голова у многом говорит особенно тем кто отрицает проблему нацизма на Украине,141,23,5.173913043478261,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
-1,0,0,Очень странно когда правительство старается стимулировать рождаемость отдельные чиновники называют детей иждевенцами,116,12,8.75,1.0,"{'positive_word_count': 0, 'negative_word_count': 2, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Это замечательная идея Печатное издание которое рассказывает о подвигах и истории действительно может быть ценным для сохранения памяти о важных событиях и героях вдохновляя новые поколения Такие издания могут стать настоящим источником гордости укрепляя связь с историей и патриотизмом,286,39,6.358974358974359,0.9230769230769231,"{'positive_word_count': 6, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Посмотрели сериал дней до весныПонравилось,42,5,7.6,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,никита,6,1,6.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Когда ждать фильм Украина за два года наверное два десятка фильмов выпустила про войну А у нас всего,100,18,4.611111111111111,0.9444444444444444,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
-1,0,0,Распадайтесь уже сейчас дешевле же,34,5,6.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,комедия,7,1,7.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Мужчина,7,1,7.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,да такое дьмо терпеть смысла нет никакогосижу отписываюсьи жалеть тут не о чемно судя по всему это госзаказ,107,18,5.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 3, 'negation_count': 1, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Ирина я тоже не понялаДаже открывать видео не стала,51,9,4.777777777777778,0.8888888888888888,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Неплохой фильм Правда либералы и на Западе захватятся за высказывание в конце тетки что Россия никогда не начинала войн тк все же у нас были моменты когда мы начинали войну,172,30,4.766666666666667,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Из таких людей должна быть вся армия,36,7,4.285714285714286,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
0,0,0,Домохозяйка про наше кино Первый отдел это лучшее что я смотрел за последнее время,82,14,4.928571428571429,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,храни вас Господь,17,3,5.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 1, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Я думаю как всегда это заказ канала Лайф у которых есть телеграмм канал Шот И снято на их студии с большей долей вероятности Они накручивают Габару просмотры и платят деньги и тот думаете что его дерьмо крутое,209,37,4.675675675675675,0.9459459459459459,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 6, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,парни молодцы у меня был друг на момент начала АТО на Донбассе нам было по лет и он все ждал ти чтобы скорее пойти на фронт он прям мечтал так и случилось но два года назад он погиб от вражеской пули Для меня он навсегда останется героем который защищал свой дом и свой край вечная память тебе Ромэо,299,58,4.172413793103448,0.8448275862068966,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': None, 'aggression_flag': None, 'emotional_intensity': None, 'rhetorical_question_count': 0, 'appeal_flag': None, 'religious_lexicon_flag': None, 'political_lexicon_flag': None, 'target_entity': None}"
0,0,0,Я думаю там люди умнее если решили что то показать значит можно,63,12,4.333333333333333,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Слава Украине Питер с Украиной,30,5,5.2,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
-1,0,0,Одни создают проблемы другие героически создают видимость их решения Всех иностранных агентов можно вычистить за один день но чем же тогда будут заниматься уполномоченные органы спецслужбистов в котрых этих самых иностранных агентов кишмя кишит вроде Иванова у которого дома сумки с деньгами складывать некуда и все жучки внучки с гражданствами Саудовских Аравий,362,52,5.980769230769231,0.9230769230769231,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 8, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Отличная работа,15,2,7.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Господи благослови,18,2,8.5,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 1, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,лицемерие ложь и издевательство,31,4,7.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 3, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Я разницы особо не вижу,23,5,3.8,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,чеченцы вас приручили смысл фильма в том что волкам тоже можно приручить гаф гаф,80,14,4.785714285714286,0.9285714285714286,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Игорь до был например И наверно много чего ещё До было несколько фильмов с похожим сеттингом,92,16,4.8125,0.9375,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 2, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Окраинцы смотрите по НТВ сериал дней до весны начало в мск Сюжет основан на реальных событиях произошедших ровно лет назад когда полуостров Крым стал частью РоссииКак рассказал сценарист Роман Ковалев он и его коллеги изучили архивные материалы хроники и репортажи о событиях тех лет происходящих в Крыму а также общались с людьми которые непосредственно участвовали в событиях года Именно такие данные буквально из первых рук позволили сделать сценарий максимально достоверным,477,70,5.828571428571428,0.9142857142857143,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 8, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Я с удовольствием посмотрела,28,4,6.25,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,полезное видео,14,2,6.5,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Благадарю,9,1,9.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Очередная бле во ти на,22,5,3.6,1.0,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Видимо немцы такая нация что их история ничему не учит Пока их лопатой по хрептине не протянешь Пока у власти будут стоять потомки фашистов придется их память лечить лопатой пока к власти не придут люди такие как Алина,218,38,4.7631578947368425,0.7894736842105263,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
0,0,0,Слава Руси,10,2,4.5,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'abstract'}"
0,0,0,Людям страшно ехать в неизвестность оставлять нажитое особенно пожилым Есть лежачие больные родные остаются ткне могут бросить одних и те у кого нет машины финансовой возможности Жить на чужбинебез пенсии и зарплаты непростоа оформление тоже не быстроенепонятноеПлюс никто не думалчто это будет так долго и страшно А потом люди привыклиЧеловек ко всему привыкаетдаже к такому ужасу Попробуйте представить что Вам завтра нужно срочно куда то уехатьна неопределенное время и в неизвестностьОцените Ваши чувства и готовность к этому,529,77,5.883116883116883,0.8961038961038961,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 9, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 1, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'people'}"
1,0,0,Алиночька с тобой Правда а значит с тобой Бог Бог в Помощь тебе девочка наша,76,15,4.133333333333334,0.8,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 1, 'appeal_flag': 1, 'religious_lexicon_flag': 1, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
0,0,0,Как сказал Грамматиков Современное кино снимают не режиссеры а продюсеры,72,10,6.3,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Дай бог вам наши ОТВАЖНЫЕ покончить с этой фашистско бандеровской сворой и вернуться домой Дай бог Храни вас Всевышний,118,19,5.2631578947368425,0.8947368421052632,"{'positive_word_count': 4, 'negative_word_count': 3, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 2, 'political_lexicon_flag': 1, 'target_entity': 'group'}"
1,0,0,Уважение Александру,19,2,9.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
1,0,0,Тульский Педагогический родной Слава Богу что Вы наши Мужчины есть у нас Здоровья любви и всего самого доброго всей семье Героя,127,21,5.095238095238095,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Потрясающий фильм потрясающий человек Я рад что такие люди существуют А с другой стороны обидно что его слова мало до кого доходят Те кто ненавидят Россию не станут его слушать Просто сами для себя объявят его материалы фэ,222,38,4.868421052631579,0.8947368421052632,"{'positive_word_count': 4, 'negative_word_count': 2, 'neutral_word_count': 3, 'negation_count': 1, 'intensifier_count': 2, 'emotional_shift': 1, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'person'}"
0,0,0,Почему всегда пустой город,26,4,5.75,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Особенно интересно после сериала ГДР,36,5,6.4,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,им бы дальность увеличитьогонь пушка была,41,6,6.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Досталось парнюДержисьмаленький мужчина,39,3,12.333333333333334,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
-1,0,0,Началось Бочка с пропагандонским дерьмом лопнула,48,6,7.166666666666667,1.0,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'none'}"
1,0,0,Хорошо что находятся такие люди которые могут помочь животным даже в такое трудное время когда и самим людям очень тяжело,121,20,5.1,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'people'}"
0,0,0,Просто перечисление создает ощущение что смотреть нечего Тупо промотал и все Интересней когда Вы свое мнение высказываете Есть что обсудить а тутто что обсуждать Может с Федоровым посмотрю давно его не было А так посмотрим позже оценки и отзывы и там решим,256,42,5.119047619047619,0.8809523809523809,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 7, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 2, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Отличный сериал И По следу зверя тоже шикарный Даже странно что вы так мало про них пишите,90,17,4.352941176470588,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Конечно большое спасибо надо сказать ремонтникам Это они эвакуируют с поля боя ремонтируют и восстанавливают всю боевую технику,127,18,6.111111111111111,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
1,0,0,Саня на премьеру меня не позвал конечно но его персонаж мне нравится буду смотреть дома,87,15,4.866666666666666,1.0,"{'positive_word_count': 2, 'negative_word_count': 1, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
0,0,0,Игорь немцы это новаторская идея,32,5,5.6,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 3, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'none'}"
1,0,0,Петр как всегда на высоте Браво,31,6,4.333333333333333,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
1,0,0,Потрясающе,10,1,10.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Это кино о том что скоро будет обратно в составе Украины,56,11,4.181818181818182,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Успехов тебе девочка,20,3,6.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
-1,0,0,Ответ для Нина Фильм сыроват Всё вырвано из контекстапосмотрите фильм Крым путь на родину Он частях И там подробно описано и показано,133,22,5.090909090909091,0.9090909090909091,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
